Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2020-07-08 06:36 (EST),On Demand,Selena Samuela,15,Cardio,HIIT,15 min HIIT Cardio,2020-06-06 10:00 (EST),,,,,,,85,,,
2020-07-09 06:46 (EST),On Demand,Olivia Amato,10,Strength,Core,10 min Core Strength,2020-06-29 07:23 (EST),,,,,,,49,,,
2020-07-09 06:59 (EST),On Demand,Adrian Williams,10,Stretching,Pre & Post-Run Stretch,10 min All for One Post-Run Stretch,2020-07-03 10:45 (EST),,,,,,,24,,,
2020-07-10 06:38 (EST),On Demand,Cody Rigsby,5,Strength,Lower Body,5 min Glutes & Legs Toning,2019-09-22 08:30 (EST),,,,,,,24,,,
2020-07-11 15:52 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Reset,2020-07-09 17:00 (EST),,,,,,,36,,,
2020-07-12 14:31 (EST),On Demand,Leanne Hainsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-07-11 04:45 (EST),,,,,,,12,,,
2020-07-13 20:02 (EST),On Demand,Adrian Williams,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2020-06-30 17:05 (EST),,,,,,,24,,,
2020-07-14 06:14 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-06-28 16:22 (EST),308,114,39%,85,16.85,12.63,404,,,
2020-07-14 07:02 (EST),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-04 10:00 (EST),,,,,,,12,,,
2020-07-15 06:12 (EST),On Demand,Andy Speer,20,Cardio,HIIT,20 min HIIT Cardio: Live from Home,2020-06-05 11:00 (EST),,,,,,,112,,,
2020-07-16 12:24 (EST),On Demand,Olivia Amato,10,Cardio,HIIT,10 min HIIT Cardio,2020-07-13 11:05 (EST),,,,,,,58,,,
2020-07-16 12:36 (EST),On Demand,Becs Gentry,5,Stretching,Pre & Post-Run Stretch,5 min Post-Run Stretch,2020-07-13 10:00 (EST),,,,,,,12,,,
2020-07-17 09:06 (EST),On Demand,Denis Morton,10,Cycling,Low Impact,10 min Cool Down Ride,2020-07-09 18:33 (EST),41,69,31%,88,13.84,2.31,54,,,
2020-07-18 06:27 (EST),On Demand,Jess Sims,20,Cardio,HIIT,20 min HIIT Cardio: Live from Home,2020-05-05 10:52 (EST),,,,,,,114,,,
2020-07-18 06:50 (EST),On Demand,Ally Love,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-07-17 09:00 (EST),,,,,,,11,,,
2020-07-19 17:45 (EST),On Demand,Chelsea Jackson Roberts,5,Meditation,Emotions,5 min Energizing Meditation,2020-07-14 10:00 (EST),,,,,,,,,,
2020-07-20 06:33 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-07-21 06:14 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-07-18 07:49 (EST),460,128,42%,81,17.60,17.59,603,,,
2020-07-21 07:16 (EST),On Demand,Matt Wilpers,5,Cycling,Low Impact,5 min Cool Down Ride,2020-06-24 15:00 (EST),19,65,30%,90,13.49,1.12,26,,,
2020-07-21 07:22 (EST),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-07-08 09:00 (EST),,,,,,,10,,,
2020-07-22 06:36 (EST),On Demand,Olivia Amato,20,Cardio,HIIT,20 min HIIT Cardio,2020-07-20 10:00 (EST),,,,,,,115,,,
2020-07-23 16:42 (EST),On Demand,Ally Love,20,Cycling,Theme,20 min Feel Good Ride,2020-07-22 07:00 (EST),153,128,44%,77,17.58,5.85,201,,,
2020-07-24 05:58 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-22 11:22 (EST),,,,,,,35,,,
2020-07-25 14:13 (EST),On Demand,Chase Tucker,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2020-06-29 16:00 (EST),,,,,,,24,,,
2020-07-25 14:28 (EST),On Demand,Denis Morton,10,Yoga,Restorative,10 min Restorative Yoga,2020-06-11 18:04 (EST),,,,,,,19,,,
2020-07-26 08:36 (EST),On Demand,Denis Morton,20,Yoga,Slow Flow,20 min Slow Flow,2020-07-22 09:51 (EST),,,,,,,64,,,
2020-07-27 06:19 (EST),On Demand,Anna Greenberg,10,Yoga,Focus Flow,10 min Sun Salutations,2020-04-06 16:00 (EST),,,,,,,36,,,
2020-07-28 16:08 (EST),On Demand,Chelsea Jackson Roberts,20,Yoga,Slow Flow,20 min Slow Flow,2020-07-09 16:30 (EST),,,,,,,67,,,
2020-07-28 16:35 (EST),On Demand,Chase Tucker,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2020-07-02 10:00 (EST),,,,,,,12,,,
2020-07-28 16:43 (EST),On Demand,Jess Sims,10,Stretching,Upper Body Stretch,10 min Chest & Back Stretch,2019-10-02 13:52 (EST),,,,,,,24,,,
2020-07-29 06:43 (EST),On Demand,Jess Sims,15,Cardio,HIIT,15 min HIIT Cardio,2020-07-08 19:35 (EST),,,,,,,85,,,
2020-07-30 08:19 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-22 11:22 (EST),,,,,,,35,,,
2020-07-31 06:02 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-29 15:51 (EST),,,,,,,37,,,
2020-07-31 08:58 (EST),On Demand,Chase Tucker,10,Strength,Core,10 min Core Strength,2020-07-22 19:40 (EST),,,,,,,49,,,
2020-07-31 09:10 (EST),On Demand,Becs Gentry,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2020-07-22 10:00 (EST),,,,,,,24,,,
2020-08-01 06:10 (EST),On Demand,Aditi Shah,10,Yoga,Flow,10 min Sun Salutations,2020-06-18 14:22 (EST),,,,,,,38,,,
2020-08-01 07:16 (EST),On Demand,Rebecca Kennedy,15,Cardio,HIIT,15 min HIIT Cardio,2020-03-09 14:29 (EST),,,,,,,88,,,
2020-08-02 07:23 (EST),On Demand,Denis Morton,20,Yoga,Slow Flow,20 min Slow Flow,2020-07-22 09:51 (EST),,,,,,,64,,,
2020-08-03 11:03 (EST),On Demand,Christine D'Ercole,15,Cycling,Music,15 min 70s Rock Ride,2020-08-02 13:33 (EST),103,114,37%,88,16.28,4.07,135,,,
2020-08-03 11:19 (EST),On Demand,Christine D'Ercole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-07-21 09:00 (EST),,,,,,,12,,,
2020-08-04 06:16 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2020-08-03 19:18 (EST),318,118,39%,84,16.73,12.54,418,,,
2020-08-04 07:03 (EST),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-15 10:00 (EST),,,,,,,12,,,
2020-08-05 06:40 (EST),On Demand,Rebecca Kennedy,20,Cardio,Music HIIT,20 min Lil Wayne HIIT Cardio,2020-07-22 10:00 (EST),,,,,,,113,,,
2020-08-06 11:17 (EST),On Demand,Ally Love,30,Cycling,Intervals,30 min Tabata Ride,2020-08-04 08:00 (EST),249,138,44%,77,17.01,8.51,326,,,
2020-08-06 11:47 (EST),On Demand,Ally Love,5,Cycling,Low Impact,5 min Cool Down Ride,2020-03-30 14:04 (EST),25,83,39%,74,14.89,1.24,33,,,
2020-08-07 06:32 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2020-08-02 11:35 (EST),,,,,,,34,,,
2020-08-08 07:14 (EST),On Demand,Chelsea Jackson Roberts,20,Yoga,Flow,20 min Yoga Flow,2020-07-16 09:48 (EST),,,,,,,71,,,
2020-08-09 10:28 (EST),On Demand,Denis Morton,30,Yoga,Slow Flow,30 min Slow Flow,2020-08-02 10:48 (EST),,,,,,,100,,,
2020-08-10 06:25 (EST),On Demand,Aditi Shah,10,Yoga,Flow,10 min Sun Salutations,2019-11-26 11:09 (EST),,,,,,,37,,,
2020-08-11 06:27 (EST),On Demand,Christine D'Ercole,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-08-09 12:48 (EST),296,110,40%,79,16.55,12.40,388,,,
2020-08-11 07:13 (EST),On Demand,Christine D'Ercole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-07-21 09:00 (EST),,,,,,,12,,,
2020-08-11 10:50 (EST),On Demand,Robin Arzon,5,Strength,Core,5 min Core Strength,2020-08-08 10:00 (EST),,,,,,,24,,,
2020-08-12 06:45 (EST),On Demand,Olivia Amato,20,Cardio,Music HIIT,20 min Ellie Goulding HIIT Cardio,2020-08-05 10:00 (EST),,,,,,,113,,,
2020-08-13 06:32 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-22 11:22 (EST),,,,,,,35,,,
2020-08-13 15:07 (EST),On Demand,Ally & Emma ,30,Cycling,Music,30 min Prince Ride,2020-08-12 19:18 (EST),210,117,42%,77,16.40,8.20,275,,,
2020-08-14 08:55 (EST),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2019-12-21 08:30 (EST),,,,,,,24,,,
2020-08-15 06:52 (EST),On Demand,Denis Morton,20,Yoga,Music,20 min Classical Yoga Flow,2020-08-09 11:27 (EST),,,,,,,68,,,
2020-08-16 07:27 (EST),On Demand,Jess Sims,10,Cardio,HIIT,10 min HIIT Cardio,2020-07-23 19:35 (EST),,,,,,,57,,,
2020-08-17 09:38 (EST),On Demand,Christine D'Ercole,15,Cycling,Music,15 min 80s Ride,2020-08-16 13:34 (EST),102,113,40%,81,16.59,4.15,133,,,
2020-08-18 05:19 (EST),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-07-30 17:49 (EST),307,114,39%,84,16.81,12.60,403,,,
2020-08-19 19:32 (EST),On Demand,Adrian Williams,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2020-08-16 10:00 (EST),,,,,,,24,,,
2020-08-20 07:04 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2020-08-19 10:35 (EST),,,,,,,35,,,
2020-08-21 07:15 (EST),On Demand,Jess Sims,20,Cardio,HIIT,20 min HIIT Cardio,2020-08-20 10:00 (EST),,,,,,,114,,,
2020-08-21 07:47 (EST),On Demand,Emma Lovewell,10,Strength,Core,10 min Prince Core Strength,2020-08-14 08:00 (EST),,,,,,,49,,,
2020-08-21 07:59 (EST),On Demand,Ross Rayburn,20,Yoga,Slow Flow,20 min Slow Flow,2020-08-20 17:48 (EST),,,,,,,65,,,
2020-08-22 07:47 (EST),On Demand,Olivia Amato,20,Strength,Bodyweight,20 min Bodyweight Strength,2020-08-19 07:26 (EST),,,,,,,97,,,
2020-08-23 09:18 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-08-24 06:16 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-22 11:22 (EST),,,,,,,35,,,
2020-08-25 06:14 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-07-20 17:48 (EST),300,111,39%,84,16.68,12.50,393,,,
2020-08-25 07:05 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Yoga Flow: Hips,2020-01-13 16:42 (EST),,,,,,,35,,,
2020-08-26 06:51 (EST),On Demand,Cody Rigsby,20,Cycling,Music,20 min 2000s Ride,2020-08-25 18:35 (EST),112,93,40%,73,15.22,5.07,146,,,
2020-08-27 06:29 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2020-06-25 18:04 (EST),,,,,,,36,,,
2020-08-28 16:05 (EST),On Demand,Olivia Amato,10,Strength,Core,10 min Core Strength,2020-09-07 10:00 (EST),,,,,,,49,,,
2020-08-28 16:18 (EST),On Demand,Kristin McGee,10,Yoga,Flow,10 min Yoga Flow,2020-08-24 10:35 (EST),,,,,,,39,,,
2020-08-29 07:29 (EST),On Demand,Jess Sims,20,Cardio,HIIT,20 min HIIT Cardio,2020-08-25 19:27 (EST),,,,,,,114,,,
2020-08-29 08:12 (EST),On Demand,Chelsea Jackson Roberts,20,Yoga,Flow,20 min Yoga Flow,2020-08-27 10:00 (EST),,,,,,,71,,,
2020-08-30 15:02 (EST),On Demand,Andy Speer,15,Strength,Bodyweight,15 min Bodyweight Strength,2020-08-28 11:10 (EST),,,,,,,73,,,
2020-08-31 09:35 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-22 11:22 (EST),,,,,,,35,,,
2020-09-01 07:44 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2020-08-02 11:35 (EST),,,,,,,34,,,
2020-09-01 08:05 (EST),On Demand,Jess Sims,10,Cardio,Warm Up,10 min HIIT Cardio Warm Up,2020-07-30 11:50 (EST),,,,,,,49,,,
2020-09-01 08:17 (EST),On Demand,Adrian Williams,20,Cardio,Music HIIT,20 min Pop HIIT Cardio,2020-08-21 07:39 (EST),,,,,,,97,,,
2020-09-02 13:20 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-09-03 07:46 (EST),On Demand,Olivia Amato,20,Cardio,Music HIIT,20 min Hip Hop HIIT Cardio,2020-09-02 07:38 (EST),,,,,,,115,,,
2020-09-03 08:09 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-29 15:51 (EST),,,,,,,37,,,
2020-09-04 15:03 (EST),On Demand,Chelsea Jackson Roberts,10,Meditation,Relax & Sleep,10 min Calming Meditation,2020-09-03 10:34 (EST),,,,,,,,,,
2020-09-05 16:49 (EST),On Demand,Chelsea Jackson Roberts,10,Meditation,Emotions,10 min Kindness Meditation,2020-08-12 10:33 (EST),,,,,,,,,,
2020-09-06 16:35 (EST),On Demand,Andy Speer,10,Strength,Warm Up,10 min Full Body Strength Warm Up,2020-09-06 08:00 (EST),,,,,,,49,,,
2020-09-06 16:47 (EST),On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,2019-09-30 07:48 (EST),,,,,,,147,,,
2020-09-06 17:19 (EST),On Demand,Olivia Amato,10,Cardio,HIIT,10 min HIIT Cardio,2020-08-18 07:40 (EST),,,,,,,58,,,
2020-09-07 14:58 (EST),On Demand,Denis Morton,20,Yoga,Music,20 min Classic Rock Yoga Flow,2020-08-09 10:52 (EST),,,,,,,70,,,
2020-09-08 06:49 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-22 11:22 (EST),,,,,,,35,,,
2020-09-08 07:44 (EST),On Demand,Selena Samuela,20,Cardio,HIIT,20 min HIIT Cardio,2020-08-17 07:28 (EST),,,,,,,112,,,
2020-09-09 15:35 (EST),On Demand,Chelsea Jackson Roberts,15,Meditation,Emotions,15 min Gratitude Meditation,2020-08-12 16:30 (EST),,,,,,,,,,
2020-09-10 06:39 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-22 11:22 (EST),,,,,,,35,,,
2020-09-11 06:54 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-29 15:51 (EST),,,,,,,37,,,
2020-09-12 08:19 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2020-06-25 18:04 (EST),,,,,,,36,,,
2020-09-12 08:49 (EST),On Demand,Selena Samuela,20,Cardio,HIIT,20 min HIIT Cardio,2020-09-10 11:06 (EST),,,,,,,113,,,
2020-09-13 13:52 (EST),On Demand,Kendall Toole,60,Cycling,Music,60 min Pop Ride,2020-09-06 07:54 (EST),425,118,43%,78,17.08,17.08,557,,,
2020-09-14 06:26 (EST),On Demand,Jenn Sherman,5,Cycling,Low Impact,5 min Warm Up Ride,2020-08-25 07:30 (EST),20,68,32%,83,13.64,1.14,27,,,
2020-09-14 06:33 (EST),On Demand,Cody Rigsby,20,Cycling,Music,20 min Pop Ride,2020-06-19 17:06 (EST),156,130,44%,78,17.84,5.95,204,,,
2020-09-15 06:28 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2020-09-08 10:00 (EST),,,,,,,39,,,
2020-09-16 10:49 (EST),On Demand,Robin Arzon,30,Cycling,Theme,30 min Together We Ride,2020-09-11 17:25 (EST),190,105,40%,79,16.15,8.08,249,,,
2020-09-17 09:46 (EST),On Demand,Robin Arzon,5,Strength,Core,5 min Core Strength,2020-09-06 10:00 (EST),,,,,,,24,,,
2020-09-17 09:53 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-09-17 12:37 (EST),On Demand,Christine D'Ercole,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2020-09-13 13:17 (EST),410,114,37%,89,16.84,16.84,538,,,
2020-09-17 13:39 (EST),On Demand,Christine D'Ercole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-07-21 09:00 (EST),,,,,,,12,,,
2020-09-18 06:53 (EST),On Demand,Kristin McGee,10,Yoga,Focus Flow,10 min Sun Salutations,2020-09-17 10:00 (EST),,,,,,,37,,,
2020-09-19 06:03 (EST),On Demand,Alex Toussaint,10,Cycling,Low Impact,10 min Warm Up Ride,2019-12-07 10:00 (EST),42,70,31%,84,13.61,2.26,55,,,
2020-09-19 06:14 (EST),On Demand,Cody Rigsby,10,Cycling,Low Impact,10 min Britney Spears Warm Up Ride,2020-07-15 16:15 (EST),35,58,27%,93,12.72,2.12,46,,,
2020-09-19 06:25 (EST),On Demand,Sam Yo,10,Cycling,Low Impact,10 min Low Impact Ride,2020-07-08 04:25 (EST),48,81,34%,84,14.77,2.46,64,,,
2020-09-19 06:37 (EST),On Demand,Leanne Hainsby,10,Cycling,Low Impact,10 min Low Impact Ride,2020-08-15 06:35 (EST),53,88,35%,84,15.22,2.53,69,,,
2020-09-19 06:48 (EST),On Demand,Ally Love,15,Cycling,Theme,15 min Feel Good Ride,2020-09-10 07:03 (EST),98,109,43%,72,16.32,4.08,128,,,
2020-09-19 07:05 (EST),On Demand,Ben Alldis,10,Cycling,Climb,10 min Climb Ride,2020-08-07 10:05 (EST),75,125,47%,71,17.59,2.93,98,,,
2020-09-19 07:16 (EST),On Demand,Christine D'Ercole,15,Cycling,Music,15 min 90s Rock Ride,2020-07-26 13:33 (EST),89,99,37%,84,15.83,3.95,116,,,
2020-09-19 07:33 (EST),On Demand,Denis Morton,15,Cycling,Intervals,15 min HIIT Ride,2020-09-08 18:05 (EST),82,91,37%,79,15.00,3.75,108,,,
2020-09-19 07:49 (EST),On Demand,Hannah Corbin,15,Cycling,Music,15 min Pop Ride,2020-09-18 08:07 (EST),87,97,40%,77,15.65,3.91,114,,,
2020-09-19 08:06 (EST),On Demand,Hannah Frankson,10,Cycling,Low Impact,10 min Low Impact Ride,2020-08-05 13:01 (EST),56,94,36%,84,15.68,2.61,74,,,
2020-09-19 08:17 (EST),On Demand,Jenn Sherman,15,Cycling,Music,15 min Classic Rock Ride,2019-10-14 17:00 (EST),97,108,40%,78,16.27,4.06,127,,,
2020-09-19 08:33 (EST),On Demand,Jess King,15,Cycling,Music,15 min Pop Ride,2020-09-17 17:39 (EST),85,94,39%,73,15.18,3.79,111,,,
2020-09-19 08:50 (EST),On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,2020-09-09 07:06 (EST),38,63,32%,79,13.17,2.19,50,,,
2020-09-19 09:02 (EST),On Demand,Kendall Toole,15,Cycling,Intervals,15 min Tabata Ride,2020-06-26 17:07 (EST),93,103,39%,77,15.51,3.88,122,,,
2020-09-19 09:20 (EST),On Demand,Olivia Amato,10,Cycling,Low Impact,10 min Low Impact Ride,2019-07-17 10:01 (EST),51,85,35%,81,14.59,2.43,67,,,
2020-09-19 09:32 (EST),On Demand,Robin Arzon,10,Cycling,Climb,10 min Climb Ride,2018-09-21 11:01 (EST),82,136,54%,62,18.17,3.03,107,,,
2020-09-19 09:43 (EST),On Demand,Tunde Oyeneyin,10,Cycling,Low Impact,10 min Low Impact Ride,2020-09-08 20:04 (EST),48,79,34%,83,14.49,2.41,62,,,
2020-09-19 09:55 (EST),On Demand,Emma Lovewell,10,Cycling,Theme,10 min AHM: Classical Cool Down Ride,2020-05-26 10:00 (EST),37,61,31%,79,12.93,2.15,48,,,
2020-09-20 14:17 (EST),On Demand,Chelsea Jackson Roberts,5,Meditation,Mindfulness,5 min Body Scan Meditation,2020-09-15 10:00 (EST),,,,,,,,,,
2020-09-21 06:52 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-29 15:51 (EST),,,,,,,36,,,
2020-09-22 07:13 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-22 11:22 (EST),,,,,,,35,,,
2020-09-23 16:02 (EST),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2020-09-06 11:45 (EST),202,112,37%,90,16.74,8.36,265,,,
2020-09-24 15:48 (EST),On Demand,Jess Sims,45,Cycling,Bike Bootcamp,45 min Bike Bootcamp: Full Body,2020-09-15 09:45 (EST),163,60,39%,40,8.68,6.51,275,,,
2020-09-25 10:23 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2020-08-19 10:35 (EST),,,,,,,35,,,
2020-09-26 15:55 (EST),On Demand,Chelsea Jackson Roberts,5,Meditation,Mindfulness,5 min Breathing Meditation,2020-08-15 10:00 (EST),,,,,,,,,,
2020-09-27 18:39 (EST),On Demand,Kristin McGee,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2020-09-24 10:00 (EST),,,,,,,39,,,
2020-09-28 06:15 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2020-09-23 05:48 (EST),339,126,39%,85,17.25,12.93,445,,,
2020-09-28 07:02 (EST),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-09-21 17:00 (EST),,,,,,,12,,,
2020-09-29 06:20 (EST),On Demand,Ally Love,5,Strength,Barre,5 min Barre Warm Up,2020-09-21 08:30 (EST),,,,,,,24,,,
2020-09-29 06:27 (EST),On Demand,Hannah Corbin,10,Strength,Barre,10 min Intro to Barre,2020-09-21 08:40 (EST),,,,,,,49,,,
2020-09-29 06:40 (EST),On Demand,Ally Love,20,Strength,Barre,20 min Barre,2020-09-21 09:30 (EST),,,,,,,98,,,
2020-09-29 07:01 (EST),On Demand,Hannah Corbin,5,Strength,Barre,5 min Barre Cool Down,2020-09-21 10:00 (EST),,,,,,,20,,,
2020-09-30 06:15 (EST),On Demand,Sam Yo,5,Cycling,Low Impact,5 min Warm Up Ride,2020-09-08 01:00 (EST),18,60,29%,88,12.89,1.07,23,,,
2020-09-30 06:21 (EST),On Demand,Ally Love,30,Cycling,Intervals,30 min Tabata Ride,2020-09-28 17:00 (EST),234,130,43%,78,16.88,8.43,307,,,
2020-10-01 06:35 (EST),On Demand,Robin Arzon,45,Cycling,Bike Bootcamp,45 min Bike Bootcamp: Bodyweight,2020-09-29 09:00 (EST),162,60,39%,34,8.10,6.07,272,,,
2020-10-01 13:42 (EST),On Demand,Ally Love,10,Strength,Barre,10 min Barre,2020-09-21 08:50 (EST),,,,,,,49,,,
2020-10-02 06:36 (EST),On Demand,Ben Alldis,30,Cycling,Music,30 min 80s Rock Ride,2020-09-30 09:20 (EST),208,116,41%,80,16.76,8.38,273,,,
2020-10-02 10:58 (EST),On Demand,Ally Love,10,Strength,Barre,10 min Barre,2020-09-21 08:50 (EST),,,,,,,48,,,
2020-10-03 07:08 (EST),On Demand,Denis Morton,20,Yoga,Slow Flow,20 min Slow Flow,2020-07-22 09:51 (EST),,,,,,,64,,,
2020-10-04 14:00 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Restorative,10 min Restorative,2020-09-16 08:36 (EST),,,,,,,19,,,
2020-10-05 06:25 (EST),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Ride,2020-09-20 13:17 (EST),216,120,38%,87,16.99,8.49,284,,,
2020-10-05 06:57 (EST),On Demand,Christine D'Ercole,20,Cycling,Music,20 min Classical Music Ride,2020-09-10 17:00 (EST),87,72,30%,94,14.04,4.68,114,,,
2020-10-06 07:01 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-22 11:22 (EST),,,,,,,35,,,
2020-10-07 06:26 (EST),On Demand,Matt Wilpers,5,Cycling,Low Impact,5 min Warm Up Ride,2020-10-02 09:00 (EST),19,64,29%,88,13.34,1.09,25,,,
2020-10-07 06:35 (EST),On Demand,Olivia Amato,20,Cardio,Music HIIT,20 min Pop HIIT Cardio,2020-10-03 10:00 (EST),,,,,,,114,,,
2020-10-08 06:06 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2020-09-26 07:48 (EST),441,123,40%,83,17.33,17.32,579,,,
2020-10-08 10:33 (EST),On Demand,Adrian Williams,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2020-10-08 10:00 (EST),,,,,,,12,,,
2020-10-09 05:38 (EST),On Demand,Kendall Toole,10,Cycling,Low Impact,10 min Warm Up Ride,2019-12-03 16:00 (EST),51,84,32%,91,14.92,2.48,66,,,
2020-10-10 17:33 (EST),On Demand,Chelsea Jackson Roberts,10,Meditation,Emotions,10 min Gratitude Meditation,2020-07-29 18:34 (EST),,,,,,,,,,
2020-10-11 10:52 (EST),On Demand,Chelsea Jackson Roberts,5,Yoga,Yoga Anywhere,5 min Chair Yoga,2020-08-26 16:30 (EST),,,,,,,20,,,
2020-10-11 10:58 (EST),On Demand,Aditi Shah,5,Yoga,Yoga Anywhere,5 min Chair Yoga,2020-10-02 10:00 (EST),,,,,,,20,,,
2020-10-12 06:34 (EST),On Demand,Chelsea Jackson Roberts,5,Meditation,Emotions,5 min Acceptance Meditation,2020-10-06 10:00 (EST),,,,,,,,,,
2020-10-12 10:12 (EST),On Demand,Olivia Amato,10,Strength,Core,10 min Core Strength,2020-10-11 08:30 (EST),,,,,,,49,,,
2020-10-12 10:24 (EST),On Demand,Denis Morton,5,Yoga,Yoga Anywhere,5 min Standing Yoga,2020-10-09 10:00 (EST),,,,,,,15,,,
2020-10-13 13:16 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2020-06-16 10:00 (EST),,,,,,,29,,,
2020-10-14 13:14 (EST),On Demand,Chelsea Jackson Roberts,5,Yoga,Yoga Anywhere,5 min Standing Yoga,2020-10-13 10:00 (EST),,,,,,,15,,,
2020-10-14 13:26 (EST),On Demand,Robin Arzon,10,Strength,Core,10 min JLO Core Strength,2020-09-29 10:30 (EST),,,,,,,49,,,
2020-10-14 15:10 (EST),On Demand,Ally Love,5,Cycling,Low Impact,5 min Prince Warm Up Ride,2020-08-12 19:20 (EST),6,21,18%,71,7.60,0.63,8,,,
