Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2019-06-27 05:25 (EST),On Demand,Jennifer Jacobs,20,Cycling,Intervals,20 min HIIT Ride,2019-05-29 09:51 (EST),158,132,42%,76,16.59,5.52,208,,,
2019-06-27 05:47 (EST),On Demand,Jennifer Jacobs,20,Cycling,Music,20 min 80s Pop Ride,2019-05-29 09:19 (EST),135,113,43%,77,16.77,5.59,178,,,
2019-06-27 06:08 (EST),On Demand,Leanne Hainsby,5,Cycling,Low Impact,5 min Cool Down Ride,2019-06-24 11:32 (EST),24,82,37%,76,14.70,1.22,32,,,
2019-06-29 14:26 (EST),On Demand,Robin Arzon,15,Cycling,Low Impact,15 min Warm Up Ride,2016-06-21 14:00 (EST),81,91,34%,90,15.20,3.80,107,,,
2019-06-29 14:45 (EST),Live,Alex Toussaint,30,Cycling,Music,30 min Hip Hop Ride,2019-06-29 14:33 (EST),221,123,40%,85,17.18,8.59,291,,,
2019-07-01 11:09 (EST),On Demand,Robin Arzon,30,Cycling,Low Impact,30 min Low Impact Ride,2019-06-12 12:17 (EST),146,81,33%,87,14.58,7.28,193,,,
2019-07-02 05:43 (EST),On Demand,Jennifer Jacobs,45,Cycling,Low Impact,45 min Low Impact Ride,2019-04-06 07:48 (EST),226,84,36%,80,14.91,11.17,298,,,
2019-07-03 06:05 (EST),On Demand,Christine D'Ercole,20,Cycling,Low Impact,20 min Low Impact Ride,2019-06-27 09:52 (EST),92,77,33%,83,14.20,4.73,121,,,
2019-07-04 06:43 (EST),On Demand,Kristin McGee,20,Yoga,Flow,20 min Yoga Flow,2019-06-19 17:20 (EST),,,,,,,71,,,
2019-07-04 10:16 (EST),On Demand,Cycling Instructors 2019 ,45,Cycling,Theme,45 min All for One Ride,2019-07-04 06:00 (EST),269,100,39%,80,15.97,11.97,354,,,
2019-07-05 10:25 (EST),On Demand,Robin Arzon,30,Cycling,Music,30 min Madonna Ride,2019-06-28 13:18 (EST),160,89,35%,84,15.07,7.52,211,,,
2019-07-06 11:47 (EST),On Demand,Denis Morton,20,Cycling,Intervals,20 min HIIT Ride,2019-07-02 10:52 (EST),137,114,38%,86,16.27,5.41,180,,,
2019-07-07 15:26 (EST),On Demand,Leanne Hainsby,10,Cycling,Low Impact,10 min Warm Up Ride,2019-06-17 10:55 (EST),40,66,29%,92,13.40,2.23,52,,,
2019-07-07 15:38 (EST),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,2019-06-28 10:18 (EST),205,114,37%,88,16.44,8.21,269,,,
2019-07-07 16:10 (EST),On Demand,Christine D'Ercole,20,Cycling,Music,20 min Pop Ride,2019-06-27 09:19 (EST),133,111,39%,82,16.39,5.46,176,,,
2019-07-07 16:32 (EST),On Demand,Ben Alldis,10,Cycling,Low Impact,10 min Cool Down Ride,2019-07-07 07:31 (EST),52,87,37%,79,15.02,2.50,69,,,
2019-07-08 09:55 (EST),Live,Denis Morton,20,Cycling,Low Impact,20 min Low Impact Ride,2019-07-08 09:52 (EST),105,88,35%,83,15.10,5.03,138,,,
2019-07-09 05:43 (EST),On Demand,Ben Alldis,10,Cycling,Low Impact,10 min Warm Up Ride,2019-06-18 11:22 (EST),46,77,34%,81,14.05,2.33,60,,,
2019-07-09 05:56 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2019-06-27 05:47 (EST),315,117,39%,84,17.03,12.76,414,,,
2019-07-09 06:43 (EST),On Demand,Jenn Sherman,15,Cycling,Intervals,15 min HIIT Ride,2019-06-12 15:17 (EST),110,122,40%,81,16.73,4.18,144,,,
2019-07-10 05:55 (EST),On Demand,Cody Rigsby,20,Cycling,Low Impact,20 min Low Impact Ride,2019-05-21 10:52 (EST),102,85,35%,81,14.58,4.85,135,,,
2019-07-11 05:49 (EST),On Demand,Robin Arzon,20,Cycling,Music,20 min 80s Ride,2019-07-10 16:19 (EST),123,103,40%,76,15.88,5.29,162,,,
2019-07-12 08:51 (EST),On Demand,Christine D'Ercole,20,Cycling,Low Impact,20 min Low Impact Ride,2019-07-11 09:52 (EST),68,57,29%,77,11.80,3.93,89,,,
2019-07-13 11:43 (EST),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2019-07-11 11:20 (EST),196,109,37%,86,16.41,8.20,257,,,
2019-07-13 12:14 (EST),On Demand,Denis Morton,30,Cycling,Live DJ,30 min Live DJ Ride,2018-01-29 12:21 (EST),211,117,40%,84,16.97,8.47,277,,,
2019-07-14 14:33 (EST),On Demand,Christine D'Ercole,30,Cycling,Climb,30 min Climb Ride,2019-07-13 14:34 (EST),265,147,43%,84,18.69,9.34,348,,,
2019-07-15 08:58 (EST),On Demand,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2019-07-01 16:19 (EST),163,91,35%,81,14.87,7.43,214,,,
2019-07-16 05:44 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2019-07-04 11:19 (EST),277,103,38%,82,15.97,11.97,365,,,
2019-07-16 06:30 (EST),On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Cool Down Ride,2019-07-12 11:02 (EST),38,64,28%,92,13.26,2.20,50,,,
2019-07-17 05:46 (EST),On Demand,Cody Rigsby,20,Cycling,Music,20 min Pop Ride,2019-07-16 10:52 (EST),147,122,45%,73,17.17,5.72,193,,,
2019-07-18 06:03 (EST),On Demand,Ally Love,45,Cycling,Intervals,45 min Tabata Ride,2019-07-16 05:49 (EST),340,126,43%,76,17.08,12.80,447,,,
2019-07-18 06:50 (EST),On Demand,Ben Alldis,10,Cycling,Low Impact,10 min Cool Down Ride,2019-07-14 07:32 (EST),46,77,34%,82,14.44,2.40,61,,,
2019-07-19 09:14 (EST),On Demand,Hannah Corbin,20,Cycling,Low Impact,20 min Low Impact Ride,2019-07-12 09:19 (EST),96,80,34%,83,14.61,4.86,126,,,
2019-07-20 06:06 (EST),On Demand,Christine D'Ercole,45,Cycling,Climb,45 min Climb Ride,2019-07-04 08:49 (EST),371,138,44%,79,18.10,13.57,489,,,
2019-07-20 06:51 (EST),On Demand,Leanne Hainsby,5,Cycling,Low Impact,5 min Cool Down Ride,2019-07-18 11:37 (EST),30,84,35%,81,14.85,1.49,40,,,
2019-07-21 16:35 (EST),On Demand,Denis Morton,30,Cycling,Music,30 min Paul McCartney & Wings Ride,2019-07-19 13:15 (EST),195,108,40%,80,16.27,8.13,256,,,
2019-07-22 08:51 (EST),On Demand,Jess King,20,Cycling,Low Impact,20 min Low Impact Ride,2019-07-08 16:51 (EST),126,106,38%,83,16.29,5.42,166,,,
2019-07-23 05:28 (EST),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,2019-07-18 11:19 (EST),191,106,37%,83,15.78,7.88,251,,,
2019-07-23 05:59 (EST),On Demand,Robin Arzon,15,Cycling,Low Impact,15 min Low Impact Ride,2019-07-16 14:37 (EST),79,88,37%,81,15.30,3.82,104,,,
2019-07-24 06:06 (EST),On Demand,Jenn Sherman,20,Cycling,Music,20 min 90s Hip Hop Ride,2019-07-23 09:19 (EST),141,117,41%,80,16.92,5.64,185,,,
2019-07-25 05:59 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2019-07-18 07:48 (EST),302,112,38%,85,16.62,12.45,398,,,
2019-07-25 06:46 (EST),On Demand,Leanne Hainsby,10,Cycling,Low Impact,10 min Cool Down Ride,2019-07-24 01:32 (EST),47,79,35%,80,14.35,2.38,62,,,
2019-07-26 10:05 (EST),On Demand,Olivia Amato,20,Cycling,Low Impact,20 min Low Impact Ride,2019-07-24 09:51 (EST),123,103,37%,83,15.80,5.26,162,,,
2019-07-27 05:57 (EST),On Demand,Jennifer Jacobs,20,Cycling,Climb,20 min Climb Ride,2019-05-01 09:18 (EST),154,128,53%,61,17.61,5.87,202,,,
2019-07-27 06:19 (EST),On Demand,Jess King,20,Cycling,Intervals,20 min HIIT Ride,2019-07-08 16:19 (EST),165,138,42%,79,17.29,5.75,217,,,
2019-07-27 06:41 (EST),On Demand,Hannah Corbin,20,Cycling,Music,20 min 90s Pop Ride,2019-07-26 09:51 (EST),126,105,40%,78,16.14,5.37,165,,,
2019-07-28 15:05 (EST),On Demand,Christine D'Ercole,20,Cycling,Music,20 min 80s Rock Ride,2019-07-11 09:19 (EST),160,134,43%,79,17.64,5.87,211,,,
2019-07-29 10:33 (EST),On Demand,Robin Arzon,20,Cycling,Low Impact,20 min Low Impact Ride,2019-06-26 16:50 (EST),139,116,40%,82,16.90,5.62,183,,,
2019-07-30 05:44 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2019-07-21 07:46 (EST),305,113,38%,84,16.72,12.53,402,,,
2019-07-30 06:30 (EST),On Demand,Jess King,10,Cycling,Low Impact,10 min Cool Down Ride,2019-07-29 17:02 (EST),44,73,31%,91,14.06,2.34,57,,,
2019-07-31 05:40 (EST),On Demand,Robin Arzon,20,Cycling,Low Impact,20 min Low Impact Ride,2019-06-26 16:50 (EST),104,87,36%,79,14.95,4.98,137,,,
2019-08-01 12:10 (EST),On Demand,Christine D'Ercole,30,Cycling,Low Impact,30 min Low Impact Ride,2019-07-18 09:19 (EST),176,98,38%,77,15.31,7.65,232,,,
2019-08-02 06:15 (EST),On Demand,Jennifer Jacobs,20,Cycling,Climb,20 min Climb Ride,2019-05-01 09:18 (EST),167,139,55%,60,18.37,6.11,220,,,
2019-08-04 05:47 (EST),On Demand,Denis Morton,45,Cycling,Music,45 min Classic Rock Ride,2019-07-12 18:50 (EST),315,117,40%,81,16.79,12.59,414,,,
2019-08-04 06:35 (EST),On Demand,Jess King,15,Cycling,Intervals,15 min HIIT Ride,2019-06-24 15:00 (EST),119,132,39%,87,17.07,4.26,156,,,
2019-08-05 07:00 (EST),Live,Christine D'Ercole,45,Cycling,Music,45 min Classic Rock Ride,2019-08-05 06:48 (EST),267,99,34%,90,15.46,11.58,351,,,
2019-08-07 16:10 (EST),On Demand,Denis Morton,20,Cycling,Low Impact,20 min Low Impact Ride,2019-08-05 09:52 (EST),93,78,35%,78,14.23,4.73,122,,,
2019-08-12 15:34 (EST),On Demand,Robin Arzon,30,Cycling,Low Impact,30 min Low Impact Ride,2019-08-07 12:18 (EST),204,114,39%,83,16.68,8.33,269,,,
2019-08-13 10:55 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2019-08-08 07:49 (EST),330,122,39%,85,17.06,12.79,435,,,
2019-08-16 06:22 (EST),On Demand,Jess King,30,Cycling,Intervals,30 min HIIT Ride,2019-07-30 12:19 (EST),221,123,37%,91,17.04,8.51,291,,,
2019-08-18 15:21 (EST),On Demand,Christine D'Ercole,45,Cycling,Climb,45 min Climb Ride,2019-06-25 19:18 (EST),416,164,46%,83,19.50,13.93,548,,,
2019-08-18 16:08 (EST),On Demand,Emma Lovewell,5,Cycling,Low Impact,5 min Cool Down Ride,2019-08-06 15:20 (EST),28,94,37%,83,15.62,1.30,37,,,
2019-08-20 15:58 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2019-07-27 12:34 (EST),427,119,38%,86,16.79,16.78,562,,,
2019-08-20 17:00 (EST),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2019-06-07 14:57 (EST),,,,,,,12,,,
2019-08-22 11:10 (EST),On Demand,Christine D'Ercole,45,Cycling,Climb,45 min Climb Ride,2019-08-19 06:49 (EST),367,136,41%,87,18.06,13.54,483,,,
2019-08-24 14:59 (EST),On Demand,Christine D'Ercole,60,Cycling,Climb,60 min Climb Ride,2019-08-24 09:49 (EST),406,113,40%,82,16.55,16.54,534,,,
2019-08-31 05:26 (EST),On Demand,Cody Rigsby,15,Cycling,Music,15 min Pop Ride,2019-08-30 15:00 (EST),80,89,36%,81,14.84,3.70,105,,,
2019-08-31 05:43 (EST),On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min Power Zone Max Ride,2019-08-30 10:51 (EST),124,103,28%,87,14.13,4.70,163,,,
2019-09-03 06:03 (EST),On Demand,Denis Morton,45,Cycling,Music,45 min Hip Hop Ride,2019-08-27 19:20 (EST),282,104,38%,82,16.17,12.12,371,,,
2019-09-05 06:05 (EST),On Demand,Christine D'Ercole,45,Cycling,Music,45 min 80s Ride,2019-09-03 17:19 (EST),374,138,44%,78,17.76,13.31,491,,,
2019-09-10 05:51 (EST),On Demand,Jenn Sherman,30,Cycling,Low Impact,30 min Low Impact Ride,2019-08-27 09:18 (EST),176,98,38%,81,15.88,7.93,232,,,
2019-09-12 06:06 (EST),On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,2019-03-22 14:18 (EST),76,85,32%,89,14.49,3.61,100,,,
2019-09-12 06:23 (EST),On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,2019-05-10 14:58 (EST),209,174,46%,87,20.22,6.73,275,,,
2019-09-12 06:51 (EST),On Demand,Tunde Oyeneyin,15,Cycling,Music,15 min Pop Ride,2019-09-10 06:00 (EST),83,93,36%,86,15.39,3.84,110,,,
2019-09-14 05:56 (EST),On Demand,Christine D'Ercole,60,Cycling,Climb,60 min Climb Ride,2019-07-27 09:50 (EST),430,119,40%,83,17.09,17.08,565,,,
2019-09-15 17:09 (EST),On Demand,Leanne Hainsby,15,Cycling,Low Impact,15 min Low Impact Ride,2019-09-12 04:54 (EST),107,119,40%,81,17.05,4.25,140,,,
2019-09-17 15:34 (EST),On Demand,Robin Arzon,30,Cycling,Music,30 min Hip Hop Ride,2019-09-13 12:18 (EST),204,113,38%,85,16.38,8.19,268,,,
2019-09-17 16:06 (EST),On Demand,Jennifer Jacobs,15,Cycling,Low Impact,15 min Low Impact Ride,2018-12-26 15:11 (EST),81,90,35%,86,15.43,3.85,106,,,
2019-09-17 16:23 (EST),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2019-09-10 06:00 (EST),,,,,,,12,,,
2019-09-19 05:57 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2019-09-14 12:33 (EST),416,116,38%,84,16.60,16.59,547,,,
2019-09-21 05:38 (EST),On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2019-09-17 17:18 (EST),286,106,43%,73,15.33,11.49,377,,,
2019-09-24 05:50 (EST),On Demand,Kendall Toole,45,Cycling,Music,45 min Y2K Ride,2019-09-23 18:20 (EST),345,128,46%,74,17.67,13.25,453,,,
2019-09-24 06:37 (EST),On Demand,Ally Love,5,Cycling,Low Impact,5 min Cool Down Ride,2019-09-16 14:54 (EST),27,91,39%,74,15.43,1.29,36,,,
2019-09-26 06:08 (EST),On Demand,Ally Love,45,Cycling,Intervals,45 min Tabata Ride,2019-09-17 05:50 (EST),318,118,42%,76,16.67,12.50,418,,,
2019-09-28 06:10 (EST),On Demand,Christine D'Ercole,45,Cycling,Music,45 min 80s Rock Ride,2019-09-25 18:19 (EST),313,116,39%,82,16.32,12.23,412,,,
2019-09-28 06:55 (EST),On Demand,Robin Arzon,5,Cycling,Low Impact,5 min Cool Down Ride,2019-09-26 15:41 (EST),21,71,32%,83,13.78,1.14,28,,,
2019-09-29 12:12 (EST),On Demand,Denis Morton,20,Yoga,Flow,20 min Yoga Flow,2019-09-24 18:31 (EST),,,,,,,65,,,
2019-09-29 15:59 (EST),On Demand,Denis Morton,45,Cycling,Low Impact,45 min Low Impact Ride,2019-09-06 18:48 (EST),249,92,39%,76,15.50,11.62,328,,,
2019-10-01 06:21 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2019-09-26 10:18 (EST),301,111,37%,83,15.81,11.85,396,,,
2019-10-05 16:19 (CET),On Demand,Ross Rayburn,5,Yoga,Yoga Anywhere,5 min Standing Yoga,2019-09-16 22:22 (CET),,,,,,,20,,,
2019-10-06 11:08 (CET),On Demand,Anna Greenberg,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2019-09-26 22:44 (CET),,,,,,,29,,,
2019-10-11 07:22 (CET),On Demand,Kristin McGee,20,Yoga,Flow,20 min Yoga Flow,2019-10-03 14:31 (CET),,,,,,,71,,,
2019-10-11 07:45 (CET),On Demand,Aditi Shah,5,Meditation,Emotions,5 min Patience Meditation,2019-10-09 22:53 (CET),,,,,,,,,,
2019-10-14 06:24 (CET),On Demand,Anna Greenberg,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2019-04-30 15:56 (CET),,,,,,,39,,,
2019-10-14 06:36 (CET),On Demand,Kristin McGee,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2019-04-28 18:37 (CET),,,,,,,29,,,
2019-10-18 07:58 (CET),On Demand,Denis Morton,20,Yoga,Flow,20 min Yoga Flow,2019-09-18 00:32 (CET),,,,,,,68,,,
2019-10-19 14:40 (EST),On Demand,Jess & Robin ,30,Cycling,Music,30 min JLO Ride,2019-10-15 17:47 (EST),187,104,39%,79,15.88,7.93,246,,,
2019-10-22 05:56 (EST),On Demand,Jess King,5,Cycling,Low Impact,5 min Warm Up Ride,2019-09-25 15:40 (EST),22,73,29%,82,13.11,1.11,29,,,
2019-10-22 06:03 (EST),On Demand,Christine D'Ercole,20,Cycling,Intervals,20 min Tabata Ride,2019-10-07 10:52 (EST),111,93,31%,91,14.47,4.82,146,,,
2019-10-22 06:25 (EST),On Demand,Christine D'Ercole,20,Cycling,Music,20 min 70s Pop Ride,2019-10-07 10:19 (EST),145,121,44%,77,17.21,5.73,191,,,
2019-10-22 06:46 (EST),On Demand,Ben Alldis,10,Cycling,Low Impact,10 min Cool Down Ride,2019-10-14 01:32 (EST),44,73,34%,81,13.98,2.32,57,,,
2019-10-24 06:00 (EST),Live,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2019-10-24 05:50 (EST),321,119,38%,87,16.94,12.70,422,,,
2019-10-27 10:31 (EST),On Demand,Cody Rigsby,30,Cycling,Low Impact,30 min Low Impact Ride,2018-12-05 11:18 (EST),128,71,32%,83,13.63,6.81,168,,,
